default,loan_amnt,int_rate,grade,purpose,loan_percent_income,person_age,annual_inc,home_ownership,emp_length,prior_default,credit_history
0,14000,9.63,A,DEBTCONSOLIDATION,0.13,25,109000,MORTGAGE,9.0,0,2
1,7500,15.33,D,VENTURE,0.27,25,28128,RENT,2.0,0,3
1,4750,7.88,A,VENTURE,0.26,32,18000,OWN,0.0,0,6
0,5000,8.9,A,PERSONAL,0.04,30,140000,MORTGAGE,6.0,0,6
0,4800,13.57,C,HOMEIMPROVEMENT,0.07,33,66000,RENT,5.0,0,7
0,6950,9.32,A,VENTURE,0.23,22,30000,MORTGAGE,6.0,0,4
0,3000,7.9,A,PERSONAL,0.07,39,45000,MORTGAGE,2.0,0,15
0,1775,7.49,A,MEDICAL,0.03,33,55000,MORTGAGE,3.0,0,7
1,20000,18.3,F,MEDICAL,0.17,30,100815,RENT,7.0,1,6
0,1200,7.49,A,MEDICAL,0.05,23,25200,MORTGAGE,4.0,0,3
0,12000,10.39,B,PERSONAL,0.26,26,45900,RENT,0.0,0,3
0,8000,15.95,D,VENTURE,0.11,24,70000,OWN,4.0,1,2
0,7000,8.94,A,MEDICAL,0.1,25,67000,RENT,3.0,0,2
0,8000,10.99,A,VENTURE,0.22,29,36000,RENT,0.0,0,7
1,8000,10.36,B,DEBTCONSOLIDATION,0.25,25,32000,MORTGAGE,4.0,0,2
0,10400,9.32,A,DEBTCONSOLIDATION,0.12,31,85000,MORTGAGE,14.0,0,10
0,3600,14.72,C,MEDICAL,0.04,28,83137,MORTGAGE,12.0,0,9
0,15200,13.61,C,DEBTCONSOLIDATION,0.13,33,120999,MORTGAGE,7.0,1,7
0,28000,10.59,B,PERSONAL,0.14,32,202000,MORTGAGE,7.0,0,7
0,8800,7.29,A,PERSONAL,0.09,27,103000,MORTGAGE,8.0,0,8
0,10000,7.49,A,MEDICAL,0.16,29,63000,RENT,13.0,0,8
0,7500,8.32,A,DEBTCONSOLIDATION,0.07,26,100000,MORTGAGE,7.0,0,3
0,3000,5.79,A,EDUCATION,0.06,32,48000,OWN,5.0,0,7
0,8250,9.32,A,EDUCATION,0.21,23,39600,MORTGAGE,8.0,0,2
0,18500,7.49,A,EDUCATION,0.53,22,35000,OWN,6.0,0,3
0,7475,13.49,C,HOMEIMPROVEMENT,0.18,45,42320,MORTGAGE,6.0,0,13
0,2000,12.18,B,PERSONAL,0.04,22,50000,MORTGAGE,5.0,0,3
1,4000,10.99,B,HOMEIMPROVEMENT,0.33,21,12000,RENT,4.0,0,3
0,8500,7.14,A,PERSONAL,0.11,21,74880,MORTGAGE,5.0,0,2
0,7500,13.79,C,VENTURE,0.23,26,32000,RENT,1.0,0,3
1,10000,14.27,C,EDUCATION,0.13,31,78000,RENT,15.0,0,10
0,5975,12.99,C,MEDICAL,0.23,25,26400,MORTGAGE,5.0,1,4
0,12000,13.48,C,HOMEIMPROVEMENT,0.13,31,90000,MORTGAGE,3.0,0,10
0,16000,12.87,C,EDUCATION,0.31,21,52000,MORTGAGE,1.0,0,4
0,16000,13.06,C,DEBTCONSOLIDATION,0.22,24,72000,RENT,8.0,0,4
0,15000,15.65,D,MEDICAL,0.19,23,80832,OWN,0.0,0,2
0,1200,10.99,B,HOMEIMPROVEMENT,0.02,25,65000,MORTGAGE,3.0,0,2
1,15000,11.71,B,MEDICAL,0.44,21,33800,RENT,5.0,0,2
0,6200,15.23,C,DEBTCONSOLIDATION,0.21,22,29004,RENT,6.0,1,4
0,7500,7.51,A,VENTURE,0.16,23,47000,MORTGAGE,8.0,0,4
0,8000,8.94,A,VENTURE,0.07,45,115000,MORTGAGE,8.0,0,11
1,2600,10.99,C,HOMEIMPROVEMENT,0.16,24,16000,RENT,2.0,1,2
1,4800,13.61,C,VENTURE,0.24,24,19764,OWN,0.0,1,3
0,3925,9.99,B,VENTURE,0.11,35,36000,OWN,1.0,0,5
0,7000,8.0,A,VENTURE,0.15,33,45180,MORTGAGE,0.0,0,7
1,1200,16.29,D,MEDICAL,0.02,33,53326,RENT,8.0,0,7
0,9200,12.42,B,VENTURE,0.15,27,60000,RENT,2.0,0,7
0,10000,7.66,A,MEDICAL,0.08,22,132000,MORTGAGE,3.0,0,2
0,3600,11.99,B,MEDICAL,0.09,28,39500,RENT,4.0,0,9
0,1000,15.27,C,EDUCATION,0.04,21,27600,OWN,3.0,1,2
0,9500,16.29,D,EDUCATION,0.18,26,54011,RENT,10.0,0,2
1,3000,13.99,C,HOMEIMPROVEMENT,0.08,30,39000,MORTGAGE,13.0,1,10
0,1500,7.9,A,MEDICAL,0.01,30,102540,MORTGAGE,6.0,0,10
0,9000,12.53,C,MEDICAL,0.18,27,50000,OWN,3.0,0,8
0,13000,5.42,A,PERSONAL,0.19,23,70000,MORTGAGE,7.0,0,3
0,1500,10.99,B,EDUCATION,0.09,21,15874,RENT,4.0,0,3
0,5000,11.48,B,VENTURE,0.17,22,30000,MORTGAGE,0.0,0,4
0,2500,14.27,C,MEDICAL,0.05,22,49500,RENT,7.0,1,2
0,15000,11.71,B,DEBTCONSOLIDATION,0.19,39,78840,MORTGAGE,18.0,0,13
1,1200,15.95,D,DEBTCONSOLIDATION,0.03,23,39000,RENT,2.0,0,2
0,9000,7.49,A,EDUCATION,0.11,23,80000,MORTGAGE,6.0,0,4
0,6400,6.0,B,DEBTCONSOLIDATION,0.19,29,34000,RENT,2.0,0,8
0,8000,13.92,C,HOMEIMPROVEMENT,0.11,26,75000,MORTGAGE,10.0,0,4
0,20000,11.89,B,VENTURE,0.42,27,48100,MORTGAGE,1.0,0,10
0,4000,12.53,C,EDUCATION,0.09,23,47004,RENT,3.0,1,4
0,3300,15.65,D,MEDICAL,0.1,26,33600,RENT,4.0,0,4
1,8500,13.23,C,VENTURE,0.22,25,39000,RENT,2.0,1,4
0,5000,12.68,C,MEDICAL,0.11,38,45000,RENT,1.0,1,13
0,2500,7.49,A,EDUCATION,0.04,23,61000,RENT,3.0,0,3
0,12000,7.66,A,MEDICAL,0.19,22,63000,MORTGAGE,2.0,0,3
0,5000,14.79,C,MEDICAL,0.04,23,130000,MORTGAGE,7.0,1,3
0,9000,12.69,B,HOMEIMPROVEMENT,0.11,28,80000,MORTGAGE,5.0,0,6
1,15000,7.9,A,VENTURE,0.43,29,35000,RENT,1.0,0,10
0,4000,12.87,C,DEBTCONSOLIDATION,0.17,27,24000,RENT,0.0,0,10
0,15000,10.99,F,EDUCATION,0.19,30,79000,RENT,5.0,0,7
1,21000,16.95,E,VENTURE,0.26,26,81000,RENT,10.0,0,2
1,10000,16.49,D,MEDICAL,0.14,31,60775,RENT,4.0,1,6
0,5000,6.03,A,VENTURE,0.2,22,25000,OWN,4.0,0,3
0,8500,11.49,B,DEBTCONSOLIDATION,0.26,36,32642,MORTGAGE,18.0,0,12
1,8875,15.68,E,MEDICAL,0.3,22,29124,MORTGAGE,0.0,1,3
0,9600,5.79,A,MEDICAL,0.25,27,39000,OWN,3.0,0,10
0,7000,14.27,C,MEDICAL,0.11,30,62000,RENT,1.0,1,5
1,2500,15.68,E,EDUCATION,0.07,23,33500,RENT,2.0,1,4
0,9200,6.92,A,EDUCATION,0.18,22,50000,RENT,0.0,0,4
0,1000,11.14,B,EDUCATION,0.1,21,9600,OWN,5.0,0,2
0,5600,9.25,B,DEBTCONSOLIDATION,0.09,21,60000,RENT,3.0,0,3
0,1300,5.42,A,EDUCATION,0.05,22,24000,MORTGAGE,4.0,0,3
0,16000,12.68,C,VENTURE,0.18,28,90000,RENT,7.0,0,10
1,13750,12.73,C,DEBTCONSOLIDATION,0.46,32,30000,RENT,1.0,1,9
0,10000,13.16,C,EDUCATION,0.07,35,135000,MORTGAGE,12.0,1,7
0,9425,13.49,C,MEDICAL,0.21,22,45000,RENT,6.0,1,2
0,10000,14.74,D,VENTURE,0.22,21,46000,OWN,5.0,1,3
1,12250,14.59,D,MEDICAL,0.29,28,42000,RENT,9.0,0,10
0,7200,10.99,D,VENTURE,0.14,22,50004,MORTGAGE,6.0,1,2
1,8400,17.27,D,DEBTCONSOLIDATION,0.24,26,35500,RENT,10.0,0,4
0,4000,14.79,C,DEBTCONSOLIDATION,0.12,23,33600,MORTGAGE,4.0,0,2
1,12000,10.36,B,EDUCATION,0.33,31,36000,RENT,4.0,0,8
0,3000,5.99,A,DEBTCONSOLIDATION,0.05,25,60000,MORTGAGE,3.0,0,4
0,12375,13.49,C,VENTURE,0.23,25,53000,MORTGAGE,9.0,1,3
0,6000,8.9,A,MEDICAL,0.25,26,24000,RENT,5.0,0,3
0,35000,15.62,D,HOMEIMPROVEMENT,0.16,41,225000,MORTGAGE,13.0,0,14
1,9600,10.0,B,MEDICAL,0.13,41,62903,MORTGAGE,4.0,0,12
0,17000,9.91,B,HOMEIMPROVEMENT,0.26,26,65000,MORTGAGE,1.0,0,2
1,15200,14.26,C,EDUCATION,0.41,42,37000,RENT,0.0,1,16
0,12500,7.9,A,VENTURE,0.18,39,70000,MORTGAGE,7.0,0,13
0,5000,7.49,A,VENTURE,0.07,23,75000,RENT,4.0,0,4
1,12000,13.22,C,MEDICAL,0.46,27,26237,RENT,0.0,0,7
0,8000,8.07,A,MEDICAL,0.15,24,54000,RENT,3.0,0,4
0,12000,10.99,B,EDUCATION,0.13,25,93000,RENT,3.0,0,3
0,6000,14.65,C,HOMEIMPROVEMENT,0.09,27,65000,RENT,11.0,1,7
0,6000,11.89,B,PERSONAL,0.07,23,90000,MORTGAGE,5.0,0,4
0,16000,13.85,C,MEDICAL,0.2,23,80000,RENT,2.0,0,3
0,8000,10.37,B,EDUCATION,0.14,23,58000,RENT,4.0,0,2
1,9000,12.87,C,HOMEIMPROVEMENT,0.1,47,86000,RENT,0.0,0,13
0,6000,8.94,A,VENTURE,0.12,22,50000,OWN,3.0,0,4
0,17000,6.03,A,HOMEIMPROVEMENT,0.28,29,61200,MORTGAGE,4.0,0,10
0,9000,7.74,A,VENTURE,0.21,32,42000,MORTGAGE,3.0,0,8
0,14900,9.63,A,DEBTCONSOLIDATION,0.24,37,63000,RENT,1.0,0,13
0,5000,11.12,B,PERSONAL,0.07,23,70000,MORTGAGE,1.0,0,3
0,12500,6.03,A,VENTURE,0.19,22,65004,MORTGAGE,5.0,0,4
0,9600,10.99,D,EDUCATION,0.14,23,70800,MORTGAGE,6.0,0,4
1,9000,14.17,C,VENTURE,0.26,33,34000,RENT,3.0,1,10
1,12000,11.89,B,PERSONAL,0.32,24,38000,RENT,0.0,0,3
0,6000,8.49,A,EDUCATION,0.12,27,51600,RENT,12.0,0,6
0,2500,5.79,A,VENTURE,0.06,30,40000,RENT,8.0,0,8
1,11200,13.98,C,EDUCATION,0.24,30,46800,RENT,7.0,1,7
0,8000,14.72,C,DEBTCONSOLIDATION,0.06,24,144000,MORTGAGE,4.0,0,4
1,2500,7.49,A,DEBTCONSOLIDATION,0.08,42,32004,RENT,1.0,0,17
0,5550,8.49,A,HOMEIMPROVEMENT,0.07,24,80000,MORTGAGE,8.0,0,2
0,1000,6.99,A,VENTURE,0.02,32,52000,MORTGAGE,1.0,0,7
0,2500,9.99,B,HOMEIMPROVEMENT,0.05,33,53000,RENT,6.0,0,7
0,15000,14.42,D,VENTURE,0.33,35,45996,MORTGAGE,0.0,1,7
0,1500,19.41,F,MEDICAL,0.04,26,33600,RENT,6.0,0,4
0,10000,11.12,B,VENTURE,0.13,25,80000,RENT,3.0,0,3
0,7200,8.9,A,PERSONAL,0.11,22,65000,MORTGAGE,0.0,0,2
0,6000,7.51,A,DEBTCONSOLIDATION,0.16,22,38000,MORTGAGE,3.0,0,4
0,9000,7.51,A,DEBTCONSOLIDATION,0.18,33,50000,RENT,1.0,0,5
1,10000,15.99,D,PERSONAL,0.15,38,66000,RENT,1.0,1,12
1,18950,10.99,B,PERSONAL,0.38,26,50000,RENT,10.0,0,3
0,6000,13.57,C,PERSONAL,0.18,36,34000,RENT,2.0,0,16
0,14000,11.83,B,HOMEIMPROVEMENT,0.24,29,58000,OTHER,0.0,0,8
0,28250,16.77,D,PERSONAL,0.24,32,120000,MORTGAGE,7.0,1,9
0,5000,13.47,C,EDUCATION,0.08,23,65000,RENT,3.0,1,2
1,15000,12.87,C,EDUCATION,0.38,24,40000,RENT,1.0,1,3
0,15000,10.99,B,VENTURE,0.08,30,185000,MORTGAGE,8.0,0,7
0,10000,7.88,A,DEBTCONSOLIDATION,0.13,22,79000,RENT,3.0,0,2
1,6225,9.76,B,MEDICAL,0.31,31,20400,RENT,0.0,0,9
1,15000,16.77,D,MEDICAL,0.18,22,70550,RENT,6.0,1,2
0,22000,10.99,A,DEBTCONSOLIDATION,0.4,28,55000,MORTGAGE,7.0,0,10
0,10000,13.61,C,DEBTCONSOLIDATION,0.15,31,65000,MORTGAGE,3.0,0,6
0,10000,16.49,D,EDUCATION,0.35,22,28800,OWN,2.0,1,2
0,6500,16.29,D,HOMEIMPROVEMENT,0.1,25,68000,MORTGAGE,3.0,1,3
1,15000,15.65,D,MEDICAL,0.23,27,54400,MORTGAGE,4.0,1,9
0,8400,6.62,A,DEBTCONSOLIDATION,0.14,26,62000,MORTGAGE,1.0,0,4
0,2500,13.61,C,EDUCATION,0.06,23,42000,RENT,4.0,0,4
0,12000,10.99,A,VENTURE,0.16,22,75000,RENT,6.0,0,3
0,12000,16.49,D,EDUCATION,0.05,25,225000,RENT,9.0,0,2
0,4000,9.99,B,VENTURE,0.1,23,40000,MORTGAGE,3.0,0,4
0,20000,13.49,C,EDUCATION,0.24,22,85000,MORTGAGE,0.0,1,2
0,7000,7.4,A,PERSONAL,0.12,44,57600,RENT,12.0,0,11
0,10000,15.05,D,HOMEIMPROVEMENT,0.06,25,175000,RENT,4.0,1,4
0,3000,11.48,B,MEDICAL,0.06,35,52000,RENT,2.0,0,7
0,14500,9.63,A,PERSONAL,0.19,25,75600,MORTGAGE,2.0,0,4
0,4800,10.99,A,MEDICAL,0.07,29,65000,MORTGAGE,2.0,0,5
0,14825,12.69,B,EDUCATION,0.2,22,75000,MORTGAGE,6.0,0,3
0,11000,5.42,A,DEBTCONSOLIDATION,0.11,24,100000,RENT,6.0,0,4
0,20000,11.36,B,MEDICAL,0.15,31,135000,MORTGAGE,2.0,0,9
0,4800,10.74,B,VENTURE,0.05,24,103641,RENT,8.0,0,2
0,7400,10.36,B,EDUCATION,0.13,25,57996,RENT,5.0,0,2
0,5000,10.59,B,PERSONAL,0.07,28,72000,RENT,8.0,0,9
1,12000,10.36,B,PERSONAL,0.4,29,30000,RENT,0.0,0,7
0,5000,14.26,C,PERSONAL,0.06,28,81996,RENT,5.0,0,5
0,12000,7.9,A,VENTURE,0.18,25,65000,MORTGAGE,0.0,0,4
1,4000,10.99,B,PERSONAL,0.11,23,36000,RENT,7.0,0,3
0,8500,9.99,B,DEBTCONSOLIDATION,0.17,24,49344,MORTGAGE,6.0,0,4
0,14000,6.03,A,HOMEIMPROVEMENT,0.13,38,104800,MORTGAGE,6.0,0,11
1,13000,18.39,E,EDUCATION,0.3,23,44000,RENT,1.0,1,3
0,5000,11.86,B,MEDICAL,0.04,25,138000,MORTGAGE,0.0,0,4
0,12000,12.09,C,HOMEIMPROVEMENT,0.18,27,65004,OWN,1.0,0,7
0,8000,14.84,D,HOMEIMPROVEMENT,0.11,26,70000,MORTGAGE,0.0,0,3
0,3000,14.27,C,DEBTCONSOLIDATION,0.05,31,56000,RENT,15.0,0,6
0,12000,7.66,A,EDUCATION,0.11,23,113000,MORTGAGE,4.0,0,3
0,5500,8.32,A,DEBTCONSOLIDATION,0.11,36,50000,RENT,2.0,0,16
0,24000,12.87,C,VENTURE,0.3,29,80000,OWN,0.0,0,9
0,3000,10.99,A,EDUCATION,0.05,36,55000,MORTGAGE,13.0,0,14
0,5850,11.12,B,PERSONAL,0.13,34,46000,RENT,1.0,0,8
0,2100,12.53,B,EDUCATION,0.03,33,68000,MORTGAGE,9.0,0,9
1,8000,15.7,D,MEDICAL,0.17,27,46800,MORTGAGE,4.0,0,8
0,8150,16.49,D,MEDICAL,0.23,32,35004,RENT,3.0,1,5
0,20000,10.37,B,VENTURE,0.39,23,51319,MORTGAGE,2.0,0,3
0,4000,10.99,A,DEBTCONSOLIDATION,0.08,27,50000,MORTGAGE,0.0,0,6
0,3000,12.53,C,VENTURE,0.08,23,39000,MORTGAGE,0.0,1,4
1,12250,13.85,C,MEDICAL,0.39,30,31500,RENT,0.0,0,5
0,7200,5.42,A,EDUCATION,0.23,21,32000,RENT,5.0,0,4
0,5500,6.03,A,EDUCATION,0.1,23,54960,MORTGAGE,7.0,0,3
0,3000,11.49,B,VENTURE,0.09,34,31704,RENT,2.0,0,8
1,10000,15.68,E,MEDICAL,0.2,36,51000,MORTGAGE,2.0,0,16
0,7000,8.63,A,EDUCATION,0.1,25,67000,MORTGAGE,0.0,0,3
0,15000,12.42,B,DEBTCONSOLIDATION,0.1,26,156000,RENT,2.0,0,4
0,14000,10.99,B,VENTURE,0.35,23,40000,MORTGAGE,7.0,0,3
0,3250,7.75,A,EDUCATION,0.09,22,36000,OWN,4.0,0,4
0,6700,6.03,A,EDUCATION,0.05,26,135000,MORTGAGE,11.0,0,4
1,3500,7.49,A,HOMEIMPROVEMENT,0.19,22,18000,OWN,1.0,0,4
0,25000,13.98,C,PERSONAL,0.29,21,87500,MORTGAGE,5.0,1,3
0,15000,11.89,B,PERSONAL,0.12,25,130000,MORTGAGE,9.0,0,2
0,9000,7.49,A,EDUCATION,0.25,27,36400,RENT,5.0,0,6
0,3000,12.23,C,PERSONAL,0.1,47,30000,RENT,6.0,1,16
0,5000,14.96,D,EDUCATION,0.05,26,103000,MORTGAGE,10.0,0,4
0,35000,10.99,D,EDUCATION,0.2,23,175000,MORTGAGE,5.0,0,3
0,15000,12.87,C,HOMEIMPROVEMENT,0.13,26,115000,MORTGAGE,6.0,1,3
1,18000,19.69,E,MEDICAL,0.34,21,52240,RENT,5.0,0,2
0,3200,10.99,B,VENTURE,0.1,22,31200,MORTGAGE,3.0,0,2
0,6025,9.63,B,EDUCATION,0.14,23,42000,RENT,7.0,0,4
1,6000,14.96,D,DEBTCONSOLIDATION,0.14,33,44000,RENT,6.0,0,8
0,7000,8.63,A,DEBTCONSOLIDATION,0.08,23,85000,MORTGAGE,7.0,0,2
0,2800,7.49,A,EDUCATION,0.07,22,40000,RENT,0.0,0,2
0,8000,7.66,A,VENTURE,0.2,24,40560,RENT,5.0,0,2
0,5000,11.12,B,PERSONAL,0.17,22,30000,OWN,4.0,0,2
0,12000,7.29,A,PERSONAL,0.1,28,114400,MORTGAGE,0.0,0,6
0,8550,9.88,B,EDUCATION,0.08,23,105999,MORTGAGE,6.0,0,2
0,10000,7.49,A,MEDICAL,0.21,24,48000,MORTGAGE,8.0,0,3
1,6000,17.04,E,VENTURE,0.14,37,44000,RENT,0.0,1,17
0,7200,13.48,C,PERSONAL,0.19,23,38896,RENT,2.0,1,3
0,10000,7.51,A,PERSONAL,0.11,29,94000,MORTGAGE,9.0,0,7
0,5600,13.98,C,EDUCATION,0.05,28,108041,MORTGAGE,6.0,1,7
1,3200,9.63,A,HOMEIMPROVEMENT,0.18,31,18240,RENT,0.0,0,8
1,10000,9.32,A,DEBTCONSOLIDATION,0.33,28,30000,RENT,0.0,0,7
1,18000,12.42,B,MEDICAL,0.36,24,50000,RENT,1.0,0,4
0,7000,9.76,B,VENTURE,0.16,38,44000,OWN,2.0,0,12
0,12000,10.38,B,DEBTCONSOLIDATION,0.22,30,55000,MORTGAGE,3.0,0,10
0,7000,6.91,A,MEDICAL,0.19,35,36000,RENT,5.0,0,8
0,12000,6.03,A,DEBTCONSOLIDATION,0.24,31,50000,RENT,9.0,0,6
1,7000,15.95,D,DEBTCONSOLIDATION,0.11,26,64000,MORTGAGE,5.0,0,2
0,5000,11.14,B,MEDICAL,0.1,30,50000,RENT,5.0,0,8
1,18000,8.94,A,MEDICAL,0.24,34,62900,MORTGAGE,11.0,0,5
1,10000,15.95,E,VENTURE,0.19,22,54000,RENT,0.0,0,4
0,21000,11.48,B,DEBTCONSOLIDATION,0.28,26,75000,MORTGAGE,4.0,0,4
0,15000,12.99,C,DEBTCONSOLIDATION,0.2,31,74628,MORTGAGE,12.0,0,5
0,2000,9.63,B,DEBTCONSOLIDATION,0.06,29,35000,RENT,2.0,0,8
1,3000,17.19,E,MEDICAL,0.04,29,58650,MORTGAGE,5.0,0,6
0,16500,14.72,C,EDUCATION,0.23,33,71000,RENT,0.0,0,6
0,11250,14.27,C,EDUCATION,0.28,36,40000,RENT,2.0,0,12
0,3500,10.74,B,PERSONAL,0.08,26,42000,RENT,3.0,0,4
0,4500,14.84,D,VENTURE,0.04,26,110000,MORTGAGE,2.0,0,4
0,5000,11.99,B,MEDICAL,0.17,23,28800,MORTGAGE,6.0,0,3
0,20000,14.42,D,HOMEIMPROVEMENT,0.08,25,259000,MORTGAGE,9.0,1,2
0,17000,6.54,A,HOMEIMPROVEMENT,0.23,33,75000,OWN,5.0,0,5
1,12000,11.36,B,EDUCATION,0.4,27,30000,RENT,5.0,0,9
0,4000,5.42,A,DEBTCONSOLIDATION,0.07,23,55000,MORTGAGE,7.0,0,3
0,6000,10.38,B,VENTURE,0.1,22,60000,MORTGAGE,7.0,0,2
0,20000,10.99,C,EDUCATION,0.1,31,201996,MORTGAGE,11.0,0,10
0,12800,7.29,A,HOMEIMPROVEMENT,0.12,27,104000,RENT,8.0,0,5
0,5500,12.73,C,EDUCATION,0.09,24,62472,RENT,2.0,0,2
1,18000,8.88,B,VENTURE,0.42,37,43200,RENT,5.0,0,16
0,20000,6.54,A,MEDICAL,0.19,32,105000,MORTGAGE,11.0,0,9
1,8000,16.77,E,DEBTCONSOLIDATION,0.07,25,108000,RENT,5.0,0,3
0,30000,7.51,A,PERSONAL,0.24,28,125000,MORTGAGE,12.0,0,5
0,12000,9.99,B,DEBTCONSOLIDATION,0.3,26,40000,RENT,0.0,0,3
0,2000,7.4,A,VENTURE,0.05,23,44000,MORTGAGE,2.0,0,4
0,8000,5.79,A,DEBTCONSOLIDATION,0.09,32,86004,MORTGAGE,16.0,0,5
0,16000,10.99,B,HOMEIMPROVEMENT,0.42,24,38000,MORTGAGE,3.0,0,3
1,9100,13.24,D,EDUCATION,0.21,23,43200,RENT,2.0,0,3
0,6000,12.42,B,MEDICAL,0.16,22,37500,RENT,6.0,0,2
1,16000,14.35,C,MEDICAL,0.34,23,47000,MORTGAGE,7.0,1,3
1,8975,11.83,B,MEDICAL,0.37,24,24000,RENT,5.0,0,2
0,3000,14.35,C,VENTURE,0.06,22,52000,MORTGAGE,5.0,0,2
0,17500,8.94,A,VENTURE,0.13,29,130000,MORTGAGE,13.0,0,9
0,5000,10.99,C,MEDICAL,0.05,28,95000,MORTGAGE,9.0,1,7
0,10000,7.75,A,HOMEIMPROVEMENT,0.09,24,115500,MORTGAGE,8.0,0,4
0,18325,7.49,A,HOMEIMPROVEMENT,0.11,26,159960,MORTGAGE,11.0,0,2
1,13350,12.42,B,MEDICAL,0.31,31,43000,RENT,15.0,0,9
0,15000,10.99,A,MEDICAL,0.25,22,60000,RENT,5.0,0,4
1,15000,13.22,C,DEBTCONSOLIDATION,0.43,29,35000,RENT,4.0,0,5
0,5000,14.61,D,DEBTCONSOLIDATION,0.14,22,36000,OWN,4.0,1,4
0,8000,10.62,B,VENTURE,0.14,24,58033,RENT,4.0,0,2
0,1075,10.99,A,DEBTCONSOLIDATION,0.03,23,38000,RENT,0.0,0,3
1,14000,12.73,C,MEDICAL,0.35,30,40000,RENT,2.0,0,8
1,9000,10.99,D,DEBTCONSOLIDATION,0.12,23,76000,MORTGAGE,7.0,1,3
0,14000,10.99,B,MEDICAL,0.24,31,59000,MORTGAGE,13.0,0,6
0,15000,6.03,A,VENTURE,0.17,32,86400,RENT,2.0,0,7
0,8000,7.74,A,DEBTCONSOLIDATION,0.29,23,28000,RENT,8.0,0,4
0,3000,11.11,B,HOMEIMPROVEMENT,0.04,24,75000,MORTGAGE,3.0,0,3
0,12000,10.99,A,DEBTCONSOLIDATION,0.09,34,140004,MORTGAGE,4.0,0,8
1,20000,14.74,D,MEDICAL,0.28,25,61200,MORTGAGE,9.0,1,2
0,2700,7.29,A,DEBTCONSOLIDATION,0.1,23,26000,RENT,3.0,0,3
1,7000,14.96,D,MEDICAL,0.1,33,61200,RENT,3.0,1,8
0,6000,11.11,B,PERSONAL,0.12,22,50000,MORTGAGE,3.0,0,3
0,10000,9.63,B,HOMEIMPROVEMENT,0.25,32,40704,MORTGAGE,9.0,0,7
0,2000,16.07,D,EDUCATION,0.05,27,39000,RENT,4.0,0,7
0,35000,17.14,E,VENTURE,0.17,25,200000,MORTGAGE,3.0,1,3
0,7500,10.99,C,EDUCATION,0.27,23,28000,OWN,1.0,0,3
0,14000,10.62,B,DEBTCONSOLIDATION,0.28,33,50000,RENT,2.0,0,9
0,6000,10.65,B,DEBTCONSOLIDATION,0.14,22,42000,RENT,6.0,0,2
1,4750,11.83,B,DEBTCONSOLIDATION,0.25,34,19200,RENT,12.0,0,10
0,8000,11.71,B,VENTURE,0.16,29,50000,RENT,9.0,0,9
0,12000,6.91,A,EDUCATION,0.11,53,105000,RENT,1.0,0,23
0,10000,8.94,A,HOMEIMPROVEMENT,0.26,34,38000,OWN,1.0,0,9
1,2800,16.07,D,DEBTCONSOLIDATION,0.12,23,24000,MORTGAGE,1.0,0,3
0,8000,13.43,C,MEDICAL,0.16,27,50000,RENT,5.0,0,10
0,2500,10.59,B,EDUCATION,0.1,22,24000,OWN,3.0,0,2
0,15000,10.99,A,VENTURE,0.12,25,125000,RENT,0.0,0,3
1,12000,10.75,B,MEDICAL,0.36,27,33000,RENT,3.0,0,5
0,9000,8.9,A,VENTURE,0.11,26,80000,RENT,3.0,0,2
0,1200,13.99,C,DEBTCONSOLIDATION,0.03,23,36000,RENT,7.0,1,4
0,3000,14.22,C,MEDICAL,0.07,24,40000,RENT,1.0,0,4
0,2800,7.49,A,DEBTCONSOLIDATION,0.07,22,40000,RENT,1.0,0,4
0,7000,7.49,A,EDUCATION,0.14,27,51000,MORTGAGE,0.0,0,6
0,1000,7.37,A,MEDICAL,0.03,24,40000,OWN,4.0,0,2
0,2500,11.89,B,DEBTCONSOLIDATION,0.14,22,18204,RENT,2.0,0,4
0,7200,9.62,B,EDUCATION,0.15,22,48000,RENT,1.0,0,3
0,24250,10.99,B,VENTURE,0.17,30,144600,RENT,14.0,0,6
0,3000,10.0,B,PERSONAL,0.1,28,31000,RENT,2.0,0,7
0,5000,15.21,D,HOMEIMPROVEMENT,0.06,29,80000,MORTGAGE,14.0,0,6
0,3500,12.69,B,DEBTCONSOLIDATION,0.07,23,47496,RENT,7.0,0,3
0,8000,6.99,A,HOMEIMPROVEMENT,0.12,26,65000,MORTGAGE,10.0,0,3
1,20000,15.58,D,PERSONAL,0.31,52,65004,RENT,4.0,1,19
0,9600,9.62,B,MEDICAL,0.17,27,55000,MORTGAGE,2.0,0,9
0,15000,11.99,B,MEDICAL,0.35,26,43000,MORTGAGE,6.0,0,2
0,5800,10.99,B,VENTURE,0.08,34,72000,MORTGAGE,11.0,0,9
1,8000,16.77,D,DEBTCONSOLIDATION,0.38,22,21000,RENT,7.0,1,4
1,20000,16.0,D,DEBTCONSOLIDATION,0.43,22,46000,RENT,2.0,1,4
1,13000,10.99,B,MEDICAL,0.34,42,38400,RENT,4.0,0,17
1,3000,13.98,C,PERSONAL,0.21,32,14400,RENT,7.0,1,8
0,5000,6.92,A,PERSONAL,0.05,27,99000,MORTGAGE,5.0,0,8
0,1500,7.14,A,PERSONAL,0.06,28,24000,MORTGAGE,2.0,0,6
1,18000,12.84,C,EDUCATION,0.33,25,55000,RENT,2.0,0,2
